video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at,search_term,city
/watch?v=AD5fzlFGawE&pp=ygUPcmFwcGVyIE5ldyBZb3Jr,/@UniversalOrlando,Universal Orlando Resort,The Roots Safety Precautions Rap | Race Through New York Starring Jimmy Fallon,49K,7 years,"The legendary Tonight Show music makers, The Roots, rap the pre-show safety precautions for Race Through New York Starring ...",2024-01-29 02:35:57.021628,rapper,New York
/watch?v=BDKEMNlW4Ds&pp=ygUPcmFwcGVyIE5ldyBZb3Jr,/@CBSNewYork,CBS New York,Victim of deadly shooting at Bronx pharmacy identified as drill rapper,99K,1 year,A 27-year-old drill rapper from Los Angeles was killed during a botched robbery in the Bronx on Thursday.,2024-01-29 02:35:57.024457,rapper,New York
/shorts/pAZFGev9ges,/@Y.P.C.,YPC_ Trev,BEST RAPPER FROM NY DRILL GANGS🔥 pt1 #oy #doa #rpt #ogz,155K,11 months,"NYC Drill rappers real name pt 1 NYvisiuals📽️ N/A Likes 190750 Views Jan 5 2023 tags: kyle richh notti bop,notti bop,kyle richh ...",2024-01-29 02:35:57.027380,rapper,New York
/watch?v=q3tWa4LEEOk&pp=ygUPcmFwcGVyIE5ldyBZb3Jr,/@MANIACITV,MANIACITV,An Inside Look at New York's Drill Rap Scene REACTION,2.6K,9 months,MANIACITV: An Inside Look at New York's Drill Rap Scene REACTION Link to the Original Video: ...,2024-01-29 02:35:57.030551,rapper,New York
/watch?v=xMDJbkKtzxM&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@HoodEducated,Hood Educated,NEW DETAILS! The 3 Rappers Found Dead In Abandoned Building In Detroit Is Gang Related Murders,29K,9 hours,NEW DETAILS! The 3 Rappers Found Dead In Abandoned Building In Detroit Is Gang Related Murders armani kelly dante wicker ...,2024-01-29 02:36:12.224465,rapping,Detroit
/watch?v=IAQJZ6Ix7AU&pp=ygUPcmFwcGluZyBEZXRyb2l0,/channel/UCjUy5GbylYJC6kxJZYRwwVA,Rio Da Yung OG,Rio Da Yung Og - Talkin Crazy (Official Video),7.3M,8 months,#RioDaYungOG #EMPIRE #FreeRio Official Video by Rio Da Yung OG - Talkin Crazy © 2023 #Boyz Entertainment LLC.,2024-01-29 02:36:12.229495,rapping,Detroit
/watch?v=mYTBkqNrzpk&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@ClickOnDetroitLocal4WDIV,Click On Detroit | Local 4 | WDIV,Detroit rapper charged in stabbing death of domestic violence activist,12K,2 weeks,A rapper from Highland Park is facing charges in connection with the death of his partner.,2024-01-29 02:36:12.232364,rapping,Detroit
/watch?v=DLHVFV4yiGY&pp=ygUPcmFwcGluZyBEZXRyb2l0,/channel/UCHB3KMZ3GQulpgtiln_yvGw,BabyTron SB,BabyTron - Michigan Ave (Official Video),1.4M,11 months,"#BabyTron #BinReaper3 #EMPIRE Official Video by BabyTron - ""Michigan Ave"" © 2023 The Hip Hop Lab Records / EMPIRE.",2024-01-29 02:36:12.235015,rapping,Detroit
/watch?v=qaVuICMoJ00&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@TheTabooRoomWithAaron,The Taboo Room With Aaron S,Detroit - Inside The Most DANGEROUS City In America,284K,7 days,"Take a deep dive into Detroit, Michigan, where I met ex-local gang members and joined Detroit rapper Snapp Dogg on a tour of ...",2024-01-29 02:36:12.237755,rapping,Detroit
/watch?v=PMsiKhc7UTI&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@rapreset2003,Rap Reset,The Biggest Rapper Gang War That Took Countless Lives,394K,8 months,"Detroit rappers 42 Dugg and Sada Baby's feud has led to countless deaths, including innocent family members caught in the ...",2024-01-29 02:36:12.241355,rapping,Detroit
/watch?v=LJ0AC3HV9YI&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@shellztalk,Shellz Talk,Even the old heads in Detroit can rap lol Detroit OG talking crazy 🔥,2.4K,1 month,Dog was going lol.,2024-01-29 02:36:12.244230,rapping,Detroit
/watch?v=rZLexF92c9E&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@SUPPARAY,SUPPARAY,RICHRO4L x JORDAN PERFECT - DETROIT RAP FREAKS (SHOT BY SUPPARAY14K),2.8K,1 month,SUPPARAY14K ON INSTAGRAM @SUPPARAY14K ON INSTAGRAM Subscribe to my Channels for new Music & Videos ...,2024-01-29 02:36:12.247011,rapping,Detroit
/watch?v=eZbHTagklWk&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@HoodVlogs,HoodVlogs,Welcome to Flint Michigan,512K,2 months,Spending the day with Babyfxce E @babyfxce_e in Flint Michigan Babyfxce E https://www.instagram.com/babyfxce.e Apple Music: ...,2024-01-29 02:36:12.250608,rapping,Detroit
/watch?v=PDVC4QOmh2Y&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@Lamontontherun,Lamont On The Run,3 detroit rappers found dead in rat infested building,58K,11 months,Three missing detroit rappers found dead.,2024-01-29 02:36:12.253318,rapping,Detroit
/watch?v=yoPlnJvja-o&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@rapreset2003,Rap Reset,The Deadly Detroit Beef That Kills Innocent Lives,175K,4 months,The Deadly Detroit Beef That Kills Innocent Lives Detroit has consistently maintained a reputation for its lively urban environment.,2024-01-29 02:36:12.255931,rapping,Detroit
/watch?v=hCdgDxQbW_U&pp=ygUPcmFwcGluZyBEZXRyb2l0,/channel/UCfM3zsQsOnfWNUppiycmBuw,EminemMusic,"Eminem, Royce da 5'9"", Big Sean, Danny Brown, Dej Loaf, Trick Trick - Detroit Vs. Everybody",64M,9 years,SHADYXV out now! iTunes: http://smarturl.it/ShadyXViT Google Play: http://smarturl.it/ShadyXVgp Playlist Best of Eminem: ...,2024-01-29 02:36:12.258353,rapping,Detroit
/watch?v=tlaFOLVYT4o&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@tfentertainment3479,TF Entertainment,"Ice Burgandy, Drego & Beno, BandGang & VVS Beezy - Detroit to Inglewood (Official Music Video)",15M,5 years,Out now.,2024-01-29 02:36:12.260748,rapping,Detroit
/watch?v=C6Tow-0MqgY&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@COMEDYHYPEUNCUT,Comedy Hype Uncut ,"How LA Rappers Freestyle On ""Detroit Beats""  | Uncut",128K,2 years,"https://comedyhype.com/​ - ExavierTV does a hilarious impression of LA rappers on Detroit beats, accurate? Instagram: ...",2024-01-29 02:36:12.263289,rapping,Detroit
/watch?v=-R4Of4G4gew&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@worldstarhiphop,WORLDSTARHIPHOP,"Sada Baby & Drego ""Bloxk Party"" (WSHH Exclusive - Official Music Video)",108M,5 years,"Watch the official music video for ""Bloxk Party"" by Sada Baby & Drego. https://www.instagram.com/sadababy Skuba Sada ...",2024-01-29 02:36:12.265969,rapping,Detroit
/watch?v=155sIqPDUR8&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@ClickOnDetroitLocal4WDIV,Click On Detroit | Local 4 | WDIV,New information in murders of 3 rappers whose bodies were found in Highland Park abandoned building,130K,10 months,Michigan State Police pleaded to the public for help solving the murder of three rappers whose bodies were found in a vacant ...,2024-01-29 02:36:12.268561,rapping,Detroit
/watch?v=9LnEvrpwUpY&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@BeardMusik,BeardMusik,"Beard - Detroit Lions (2024 Superbowl, playoff hype video)",227,19 hours,edited by @MosarieMusic #detroitlions #detroit #superbowl2024 #nfl #nflfootball #nflplayoffs #onepride #grit #jaredgoff ...,2024-01-29 02:36:21.169206,rapping,Detroit
/watch?v=3d_iMHNFUT0&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@HeadKnockerz,Head Knockerz,BabyBoy - 2am In Detroit ft. CashWayy (Directed by @HeadKnockerz),12K,5 months,Head Knockerz Presents: BabyBoy - 2am In Detroit ft. CashWayy Directed by: Jordan Ross & Norman Zizoff Shot & Edited by: ...,2024-01-29 02:36:21.175302,rapping,Detroit
/watch?v=CXaVXhRKzwQ&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@girlhefunnyaf44,girlhefunnyaf44,How Different States Rap 😂😂,3.1M,2 years,"PRODUCED BY: Hazay Beats Pooh Shiesty Big Up New song out, go support!",2024-01-29 02:36:21.191278,rapping,Detroit
/shorts/IuiGgW_dfRE,/@lifewithRicci,Life with Ricci,I’m from #detroit 🦁 where we bite kneecaps #lions #shorts,1.2K,9 hours,short #detroitlions #detroitvseverybody #motown #lions #espn #sports.,2024-01-29 02:36:21.198946,rapping,Detroit
/watch?v=B9ESAl5jMlo&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@CBFROMYD,C B,C B-2 Guns (OFFICIAL MUSIC VIDEO),45,7 hours,C B C B C B 2 Guns 2 Guns #adlibs #cb #energy #music #rap #freestyle #rhodeisland #detroit #hiphop #newrapper #RIoflow ...,2024-01-29 02:36:21.210514,rapping,Detroit
/watch?v=Y0ROr6MagnI&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@SMEbeats,SMEbeats,"[FREE] Detroit Type Beat ""Fright Night"" Hard Flint x Rio Da Yung Og Type Beat",140,2 hours,"[FREE] Detroit Type Beat ""Fright Night"" Hard Flint x Rio Da Yung Og Type Beat Fright Night (Prod. SMEbeats ) Purchase Link: ...",2024-01-29 02:36:21.215408,rapping,Detroit
/watch?v=7lp7nca3Cz0&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@prod.n3lly,Prod. n3lly,[FREE] ROCAINE X DETROIT TYPE BEAT - GDGD,57,4 hours,"Dm on Instagram @prod.n3lly (For Inquires Only) | ☔️ | CashApp , Venmo , Zelle (ONLY MONEY READY) | ☔️ Instagram ...",2024-01-29 02:36:21.224317,rapping,Detroit
/watch?v=SHm7iBXB5xo&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@prodbyricbeats,Ric Beats,"[FREE] SKILLA BABY TYPE BEAT 2024 - "" TRAFFIC "" | DETROIT TYPE BEAT 2024",23,9 hours,"[FREE] SKILLA BABY TYPE BEAT 2024 - "" TRAFFIC "" | DETROIT TYPE BEAT 2024 Instant Download/Purchase: ...",2024-01-29 02:36:21.232576,rapping,Detroit
/watch?v=1N2tlHTHRsM&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@tylianmtb,TylianMTB,"[FREE] YN Jay x Detroit Sample Type Beat 2024 - ""Lonely""",1.3K,22 hours,Purchase This Beat | https://bsta.rs/uvd40 Free Download | https://bsta.rs/uvd40 Beat Store ...,2024-01-29 02:36:21.244817,rapping,Detroit
/watch?v=zbVYOCctwGk&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@ClickOnDetroitLocal4WDIV,Click On Detroit | Local 4 | WDIV,Detroit rapper charged in stabbing death of domestic violence activist,1.2K,2 weeks,A rapper from Highland Park is facing charges in connection with the death of his wife.,2024-01-29 02:36:21.248090,rapping,Detroit
/watch?v=lMDi_O5C5C8&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@Hip-HopDaily,Hip-Hop Daily,DETRIOT'S GANG WAR: CASHGANG vs BANDGANG,807K,2 years,"From rappers caught lacking, to rappers ready for opps, to chicago drill: lyrics that really happened, to rappers chains snatched, ...",2024-01-29 02:36:28.688557,rapping,Detroit
/watch?v=HlOq2rivcDs&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@thefamilytv_,The Family,Detroit Rapper Loses His Life After Years Of Beating His Opps In The Street!,201K,1 month,Detroit Rapper Losses His Life After Years Of Beating His Opps In The Street! Copyright Disclaimer under section 107 of the ...,2024-01-29 02:36:28.694044,rapping,Detroit
/watch?v=sP5lI7aT5Pg&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@PIRPLEWORLD,JUSTPLUG,BEST UNDERGROUND DETROIT RAP SONGS 2020,54K,3 years,Email your music to be put in mixes and videos. officialrully1@gmail.com.,2024-01-29 02:36:28.695366,rapping,Detroit
/watch?v=g1vSH4VNMTs&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@PIRPLEWORLD,JUSTPLUG,20 NEW DETROIT RAPPERS READY TO BLOW UP!,48K,4 years,Email your music to be put in mixes and videos. officialrully1@gmail.com.,2024-01-29 02:36:28.696581,rapping,Detroit
/watch?v=D6GrFuCyPcY&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@bmoney9454,Bmoney,TOP 10 DETROIT RAP SONGS OF 2022,13K,1 year,The top 10 best detroit songs released this tear. I own no content posted in the video. #Detroit #Rap.,2024-01-29 02:36:28.697944,rapping,Detroit
/watch?v=a6GyHDmfBaY&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@busyfilms1,Busy Films,"Chiraq Bandz x Lil Ron - ""Detroit flow "" (MxdByLow) | 🎙️ BusyMic |",104K,2 years,Instagram: BusyFilms1 #Busymic.,2024-01-29 02:36:28.699167,rapping,Detroit
/watch?v=1X-29JHSQZ8&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@DMR.REACTS,DMR,MEMPHIS RAPPERS vs CHICAGO RAPPERS vs NEW YORK RAPPERS vs DETROIT RAPPERS!,3.3K,6 months,SUBSCRIBE FOR MORE MUSIC RELATED CONTENT Cheap Promos: reactmusicvids@gmail.com In this video I showcase ...,2024-01-29 02:36:28.700398,rapping,Detroit
/watch?v=ztUe3EJKCe0&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@TommyGMcGee,Tommy G,Exploring Detroit with BabyTron,1.5M,9 months,Merch Drop - https://tommygmcgee.com/ Subscribe to my Podcast Channel - @thetommygshow BabyTron - @babytron (IG) The ...,2024-01-29 02:36:28.701716,rapping,Detroit
/watch?v=WOK5b2zk_zM&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@detroiteverybody3133,Detroiteverybody 313,20 Detroit rappers,30K,8 years,"Detroitvsevrybody subscribe, like, share for more videos for questions email 313isaacburton@gmail.com (video names and links) ...",2024-01-29 02:36:28.702933,rapping,Detroit
/watch?v=B5JErhr5PSk&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@ClickOnDetroitLocal4WDIV,Click On Detroit | Local 4 | WDIV,Detroit rapper back behind bars after posting music video that proved he violated bond,66K,2 years,A Detroit rapper is back in custody after breaking the rules of his bond and posting evidence online.,2024-01-29 02:36:28.704301,rapping,Detroit
/watch?v=GQ5ew2HQgIg&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@CMCULTURE,CMCULTURE,These Are 7 of The Best Detroit Rappers You Absolutely Need To Listen To For Summer 2022.,3K,1 year,These are 7 of the best Detroit rappers i feel you need to listen to for the summer of 2022. check them out let me know who you ...,2024-01-29 02:36:38.025544,rapping,Detroit
/watch?v=eBOEKka5x9A&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@thefamilytv_,The Family,Rappers Booked For A Show In Detroit To Be K!lled!,210K,11 months,"Rappers Booked For A Show In Detroit To Be K!lled!? Copyright Disclaimer under section 107 of the Copyright Act of 1976, ...",2024-01-29 02:36:38.033710,rapping,Detroit
/watch?v=YWTu7Ume_eQ&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@FOX2Detroit,FOX 2 Detroit,"Man found murdered in Redford, believed to be popular Detroit area rapper",121K,1 year,"Friends tell FOX 2 that victim, who was in his 30s, was local rapper named Bones Consistent - who has a popular following on ...",2024-01-29 02:36:38.036836,rapping,Detroit
/watch?v=7yILS4wl4q8&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@thefamilytv_,The Family,Detroit Rapper K!lled a Man In Front Of His K!d & Dissed Him In A Song! Allegedly! Escaped Police!,170K,4 months,Detroit Rapper K!lled a Man In Front Of His K!d & Dissed Him In A Song! Allegedly! Escaped Police! Copyright Disclaimer under ...,2024-01-29 02:36:38.040034,rapping,Detroit
/watch?v=kWTICwk8gpw&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@Hip-HopDaily,Hip-Hop Daily,"RAPPERS IN DETROIT GANGS (Sada Baby, IceWear Vezzo, Dej Loaf)",87K,3 years,"We know that a lot of the lyrics we hear from rappers are more fiction than reality. Although, there is often some truth to the more ...",2024-01-29 02:36:38.045449,rapping,Detroit
/watch?v=rDXDUDyZag0&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@ClickOnDetroitLocal4WDIV,Click On Detroit | Local 4 | WDIV,Detroit rapper shares his battle with amnesia,2.5K,6 months,A Detroit rapper has spent the last three years trying to rediscover who he is after losing his memory in a car crash.,2024-01-29 02:36:38.051427,rapping,Detroit
/watch?v=mygPU2g6fDM&pp=ygUPcmFwcGluZyBEZXRyb2l0,/channel/UCqkHJDbVcaA18G4P8PlXJoQ,Bandgang Lonnie Bands,BandGang Lonnie Bands - Detroit Hu$$le (Official Video) DIR @ARTBYARTAXA,436K,1 year,Stream on Apple Music now! https://music.apple.com/us/album/creatures-in-paris/1649991553.,2024-01-29 02:36:38.054790,rapping,Detroit
/watch?v=Fh5cy2Y1p0I&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@Dawgfacetvonyoutube,DawgfaceTV Podcast,Icewear Vezzo Addresses The Eminem Controversy In Detroit!,1.3K,4 days,eminem #icewearvezzo #dawgfacetv #hiphop #rap #detroit #saycheese #nojumper #mogulstateofmind #vladtv.,2024-01-29 02:36:38.060381,rapping,Detroit
/watch?v=AuVx7mhw5wI&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@Southpawer,Southpawer,Crowd goes nuts when Eminem appears on screen during Detroit Lions VS Tampa Bay Buccaneers,104K,6 days,#eminem #detroitlions #tampabaybuccaneers.,2024-01-29 02:36:38.063445,rapping,Detroit
/watch?v=sE9g5-BRkeg&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@theindieboxxhub4025,The Indie Boxx Hub,20 Detroit Rap Songs To Listen To,15K,6 years,"Internet's #1 Source for Hip Hop News, The Indie Boxx Independent DIGITAL CORE Source Page. � Exclusives � Music ...",2024-01-29 02:36:38.066649,rapping,Detroit
/watch?v=vImtm3h0Bxs&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@notguccigill,Gill,Trick-Trick Feat. Various Rappers- Detroit Vs. Everybody (Remix),183K,9 years,"Trick-Trick - Detroit Vs. Everybody (Remix) Feat. Dej Loaf, Guilty Simpson, Black Milk, Sino, Marv Won, Payroll, Hydro, Boldy ...",2024-01-29 02:36:38.070008,rapping,Detroit
/watch?v=5lLx0joxY5o&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@hiphopdx,HipHopDX,"Detroit Rapper Crėme Sentenced Over $27,000,000 Dollar Tax Fraud Scheme",15K,10 months,"For over 21 years, HipHopDX has been at the forefront of Hip Hop culture, reaching over 3.2 million readers and 5 million ...",2024-01-29 02:36:38.075675,rapping,Detroit
/watch?v=AsWHExkvGPg&pp=ygUPcmFwcGluZyBEZXRyb2l0,/@Trapologist,Trapologist,How Fwc Big Key Became Most Hated Detroit Rapper,218K,2 years,"Here's how FWC Big Key became the biggest opp in Detroit. This video includes rappers Fwc big key, Glockboyz Tez and ...",2024-01-29 02:36:38.080321,rapping,Detroit
/watch?v=DJqanbvi_MQ&pp=ygUPcmFwcGluZyBBdGxhbnRh,/@Docutopia,Docutopia,Top 13 BEST Rappers from Atlanta,4.5K,11 months,"Welcome to Docutopia! Today's video is a countdown (in order) of the Top 13 Best Rappers all-time from Atlanta, Georgia. Atlanta ...",2024-01-29 02:36:45.846748,rapping,Atlanta
/watch?v=ZR11sCsHLtA&pp=ygUPcmFwcGluZyBBdGxhbnRh,/@TommyGMcGee,Tommy G,Slaughter Gang: Atlanta’s Most Notorious Rap Crew,1.6M,2 months,Shot & Edited by - @ihatemiguelsierra.,2024-01-29 02:36:45.849786,rapping,Atlanta
/watch?v=l6zYUe-uDxk&pp=ygUPcmFwcGluZyBBdGxhbnRh,/@834Productions,834 Productions,ATL Rapper Trouble: The 7-Minute Home Invasion that Cost Him His Life!,266K,10 days,ATL Rapper Trouble: The 7-Minute Home Invasion that Cost Him His Life! 0:00: Intro (Must Watch) 8:40: Got his nickname for ...,2024-01-29 02:36:52.651349,rapping,Atlanta
/watch?v=Ilr7F1Gx8GQ&pp=ygUPcmFwcGluZyBBdGxhbnRh,/@4ShootersOnly,4 Shooters Only,Lil RT  - 60 Miles | From The Block Performance 🎙,3.4M,3 months,#4SO #FromTheBlock.,2024-01-29 02:36:52.654355,rapping,Atlanta
